product_name,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin,Type
k&n premium oil filter: designed to protect your engine: compatible with select toyota/lexus/suzuki/chevrolet vehicle models (see product description for full list of compatible vehicles) ps-1003,https://www.amazon.com/PS-1003-Pro-Oil-Filter/dp/B0067ECOZW/ref=sr_1_119?dchild=1&keywords=Filters&qid=1633503091&s=automotive&sr=1-119,B0067ECOZW,K&N,Filters,6.99,0-50$,919,6424,0.18180866223182585,Oil Filter,PS-1003,0.1,0-1pound,11.5 x 8.5 x 3.5 inches,2011-500sq.inch,USA,oil filter
k&n premium oil filter: protects your engine: compatible with select ford/lincoln/toyota/volkswagen vehicle models (see product description for full list of compatible vehicles) hp-1002,https://www.amazon.com/HP-1002-Performance-Wrench-Off-Oil-Filter/dp/B000C3XDB8/ref=sr_1_120?dchild=1&keywords=Filters&qid=1633503091&s=automotive&sr=1-120,B000C3XDB8,K&N,Filters,14.99,0-50$,3357,50321,1.4241584203249857,Oil Filter,PS-1002,0.7375,0-1pound,3.12 x 3.12 x 3.8 inches,1-50sq.inch,USA,oil filter
tyc cabin air filter,https://www.amazon.com/TYC-800198C-Cabin-Air-Filter/dp/B08SBHQ9JV/ref=sr_1_121?dchild=1&keywords=Filters&qid=1633503091&s=automotive&sr=1-121,B08SBHQ9JV,TYC,Filters,10.34,0-50$,60,620,0.017546913229099008,TYC 800198C Replacement Cabin Air Filter,FL3Z19N619A,0.50625,0-1pound,11.06 x 8.7 x 1.81 inches,101-200sq.inch,Taiwan,air filter
acdelco tp1015 professional fuel filter with seals,https://www.amazon.com/ACDelco-TP1015-Professional-Filter-Seals/dp/B01MTYKPJF/ref=sr_1_122?dchild=1&keywords=Filters&qid=1633503091&s=automotive&sr=1-122,B01MTYKPJF,ACDelco,Filters,22.34,0-50$,2206,49282,1.39475318992977,NA,23304096,0.3375,0-1pound,4.8 x 3.9 x 3.9 inches,51-100sq.inch,Czech Republic,fuel filter
fram ultra synthetic 20000 mile protection oil filter xg9972 (pack of 1),https://www.amazon.com/XG9972-Ultra-Synthetic-Premium-Filter/dp/B00EAOI93W/ref=sr_1_123?dchild=1&keywords=Filters&qid=1633503091&s=automotive&sr=1-123,B00EAOI93W,Fram,Filters,10.97,0-50$,1473,16159,0.45732350140163047,XG9972,XG9972,0.022,0-1pound,3.1 x 3.6 x 3.2 inches,1-50sq.inch,USA,oil filter
fram g12 in-line fuel filter,https://www.amazon.com/FRAM-G12-in-Line-Fuel-Filter/dp/B0009H523O/ref=sr_1_124?dchild=1&keywords=Filters&qid=1633503091&s=automotive&sr=1-124,B0009H523O,Fram,Filters,6.55,0-50$,755,4945,0.13995078373853967,FRAM G12 In-Line Fuel Filter,"ALFA ROMEO%71736105, BMW%13321277497, BMW%13321278272, BMW%16142325859",0.1,0-1pound,2.29 x 2.29 x 4.04 inches,1-50sq.inch,USA,fuel filter
ecogard xc35865 premium cabin air filter fits hyundai accent 2012-2017 tucson 2005-2015 veloster 2012-2017 genesis coupe 2010-2016 | kia sportage 2005-2016 rio 2006-2017 forte 2010-2013,https://www.amazon.com/ECOGARD-XC35865-Premium-Sportage-Veloster/dp/B00CTA12YM/ref=sr_1_125?dchild=1&keywords=Filters&qid=1633503091&s=automotive&sr=1-125,B00CTA12YM,ECOGARD,Filters,12.46,0-50$,75,935,0.02646187720839931,XC35865,97133-2E200,0.25,0-1pound,10.6 x 9.1 x 1.3 inches,101-200sq.inch,China,air filter
epauto gp171 (ca10171) replacement for toyota rigid panel engine air filter for camry gas l4 (2007-2016) venza gas l4 (2009-2015); suggest replace with cabin air filter cp285 (cf10285),https://www.amazon.com/EPAuto-CA10171-Replacement-2007-2016-2009-2015/dp/B017OIKEPQ/ref=sr_1_126?dchild=1&keywords=Filters&qid=1633503091&s=automotive&sr=1-126,B017OIKEPQ,EPAUTO,Filters,9.97,0-50$,864,8614,0.24378888799267556,NA,17801-28030,0.4375,0-1pound,11.97 x 8.07 x 1.81 inches,101-200sq.inch,NA,air filter
philtop engine air filter eaf003 replacement for camry gas l4 (2007-2017) venza gas l4 (2009-2015) compatible with ca10171 air filter protect engine & improves acceleration,https://www.amazon.com/PHILTOP-Replacement-2007-2017-Compatible-Acceleration/dp/B08MPSC9Q6/ref=sr_1_124?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-124,B08MPSC9Q6,PHILTOP,Filters,9.47,0-50$,556,5265,0.14900725508259077,NA,"CA10171, 17801-0H050, 17801-28030",0.41875,0-1pound,11.7 x 8 x 1.8 inches,101-200sq.inch,NA,air filter
philtop engine air filter replacement for ca10467 gp467 accord 2.4l (2008-2012)  crosstour 2.4l (2013-2015)  pack of 1,https://www.amazon.com/PHILTOP-Replacement-2008-2012-Crosstour-2013-2015/dp/B08MSYG4MV/ref=sr_1_125?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-125,B08MSYG4MV,PHILTOP,Filters,12.99,0-50$,70,909,0.02572603891169516,NA,17220-R40-A00,0.875,0-1pound,11.06 x 9.21 x 2.2 inches,2011-500sq.inch,NA,air filter
k&n engine air filter: high performance washable replacement filter: compatible with 2007-2019 ford/lincoln truck and suv (f150 f150 raptor expedition navigator f250/350/450/550/650) 33-2385,https://www.amazon.com/engine-air-filter-washable-reusable/dp/B000V5SP92/ref=sr_1_126?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-126,B000V5SP92,K&N,Filters,47.01,0-50$,600,28206,0.7982713460322043,Replacement Air Filter,FORD%7c3z9601a|FORD%al349601ca|FORD%fa1883,1,0-1pound,11 x 11 x 12.5 inches,>1000sq.inch,USA,air filter
acdelco gm original equipment pf66 engine oil filter,https://www.amazon.com/ACDelco-PF66-Professional-Oil-Filter/dp/B0821WZX7K/ref=sr_1_127?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-127,B0821WZX7K,ACDelco,Filters,8.77,0-50$,803,7042,0.19929897251502454,GM Original Equipment,NA,0.51875,0-1pound,3.5 x 3.2 x 3.1 inches,1-50sq.inch,USA,oil filter
ecogard xf59292 premium diesel fuel filter fits ford f-250 super duty 7.3l diesel 1999-2003 f-350 super duty 7.3l diesel 1999-2003 excursion 7.3l diesel 2000-2003,https://www.amazon.com/ECOGARD-XF59292-Diesel-Fuel-Filter/dp/B00I8J1VV2/ref=sr_1_128?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-128,B00I8J1VV2,ECOGARD,Filters,23.84,0-50$,340,8106,0.22941173973399445,XF59292,FD4596,0.83125,0-1pound,5.1 x 5 x 4.1 inches,101-200sq.inch,China,fuel filter
mahle lak 888 cabin air filter,https://www.amazon.com/MAHLE-Original-LAK-888-Filter/dp/B00UAPEDLW/ref=sr_1_129?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-129,B00UAPEDLW,Mahle,Filters,24.06,0-50$,161,3874,0.10963990620891866,LAK 888,"VW 5Q0819653, VW 5Q0819669",0.6625,0-1pound,9.96 x 7.02 x 5.31 inches,2011-500sq.inch,Romania,air filter
philtop cabin air filter replacement for cp173 cf11173 be-173 altima maxima murano quest includes activated carbon pack of 1,https://www.amazon.com/PHILTOP-Filter-Replacement-CF11173-Activated/dp/B08MSYBQYX/ref=sr_1_130?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-130,B08MSYBQYX,PHILTOP,Filters,9.99,0-50$,80,799,0.022612876887177592,NA,"27277-JA000, 27277-JA00A, 27277-JA00C, B7277-JN20A",0.4875,0-1pound,11.06 x 10.59 x 0.79 inches,51-100sq.inch,NA,air filter
acdelco a3231c professional air filter,https://www.amazon.com/ACDelco-A3231C-Professional-Air-Filter/dp/B01NBIJEFD/ref=sr_1_131?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-131,B01NBIJEFD,ACDelco,Filters,31.22,0-50$,395,12332,0.34901376442136933,84262965,84262965,1.6,1.1-2pound,11.6 x 11.5 x 3.6 inches,2011-500sq.inch,Canada,air filter
mopar 0508 3285aa engine oil filter,https://www.amazon.com/Mopar-05083285AA-Engine-Oil-Filter/dp/B0046NNNGK/ref=sr_1_132?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-132,B0046NNNGK,Mopar,Filters,14.55,0-50$,357,5194,0.14699785050312944,05083285AA,05083285AA,1.54,1.1-2pound,11 x 5 x 8 inches,2011-500sq.inch,NA,oil filter
fram extra guard air filter ca9997 for select subaru vehicles,https://www.amazon.com/CA9997-Extra-Guard-Rectangular-Filter/dp/B001C6Q34S/ref=sr_1_133?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-133,B001C6Q34S,Fram,Filters,10.39,0-50$,1238,12863,0.3640418465579041,NA,NA,0.5,0-1pound,3.37 x 3.35 x 0.54 inches,1-50sq.inch,USA,air filter
philtop cabin air filter replacement for jetta 2019-2021 tiguan 2018-2020 atlas 2018-2021 golf 2015-2021 premium acf028(cf11643) cabin filter with activated carbon filter up dust pollen,https://www.amazon.com/PHILTOP-Replacement-2019-2021-2018-2020-2018-2021/dp/B098DWSXT2/ref=sr_1_134?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-134,B098DWSXT2,PHILTOP,Filters,15.99,0-50$,206,3294,0.09322505189782603,NA,"5Q0 819 644, 5Q0 819 644A, 5Q0 819 653, 5Q0 819 669",0.54375,0-1pound,10.1 x 9.64 x 1.25 inches,101-200sq.inch,NA,air filter
motorcraft fd4625 fd-4625 element,https://www.amazon.com/Motorcraft-FD-4625-Element/dp/B0722CHB9J/ref=sr_1_135?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-135,B0722CHB9J,Motorcraft,Filters,53.89,51-100$,1613,86925,2.460105536192631,FD-4625,FD4625,2,1.1-2pound,9.99 x 9.99 x 9.99 inches,501-1000sq.inch,NA,NA
ecogard xc36154c premium cabin air filter with activated carbon odor eliminator fits chevrolet cruze 2011-2016 trax 2013-2021 malibu 2013-2015 sonic 2012-2019 spark 2013-2021 cruze limited 2016,https://www.amazon.com/ECOGARD-XC36154C-Filter-Activated-Eliminator/dp/B00I8IU5DS/ref=sr_1_139?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-139,B00I8IU5DS,ECOGARD,Filters,15.22,0-50$,381,5799,0.16412024163797606,XC36154C,13271191,0.75,0-1pound,10.7 x 9.3 x 2.3 inches,2011-500sq.inch,China,air filter
spectre essentials engine air filter: premium 50-percent longer life: fits select 2010-2021 toyota/lexus/dodge/jeep (avalon camry rav4 highlander sienna es350 nx300 rx350 durango) spa-2457,https://www.amazon.com/Spectre-Essentials-Engine-Air-Filter/dp/B08QSND9KV/ref=sr_1_140?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-140,B08QSND9KV,Spectre Performance,Filters,13.99,0-50$,470,6575,0.18608218464729998,Spectre Essential Filter,NA,0.65625,0-1pound,9.75 x 9.75 x 2.25 inches,2011-500sq.inch,USA,air filter
mann-filter w 719/45 spin-on oil filter,https://www.amazon.com/Mann-Filter-719-45-Spin-Filter/dp/B002UZGCSW/ref=sr_1_141?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-141,B002UZGCSW,Mann Filter,Filters,11.93,0-50$,979,11679,0.330532902584915,NA,06H115403,0.5,0-1pound,3.94 x 3.94 x 4.84 inches,51-100sq.inch,China,oil filter
k&n premium cabin air filter: high performance washable clean airflow to your cabin: designed for select 2014-2019 chevy/gmc/cadillac truck and suv models vf2044,https://www.amazon.com/VF2044-Washable-Reusable-Freshens-Chevrolet/dp/B00UZ4NJ0Y/ref=sr_1_142?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-142,B00UZ4NJ0Y,K&N,Filters,34.71,0-50$,373,12947,0.3664191702857175,VF2044,VF2044,1.09,1.1-2pound,10 x 2 x 11 inches,2011-500sq.inch,USA,air filter
fram ph6017a spin-on full-flow oil filter for motorcycles,https://www.amazon.com/Fram-PH6017A-Ph6017A-Outboard-Filter/dp/B000276B2C/ref=sr_1_143?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-143,B000276B2C,Fram,Filters,6.47,0-50$,1093,7072,0.20014801670352936,Ph6017a,"FIAT%9948806, FORD%1133935, FORD%3891893, FORD%4089254, HONDA%15400PJ7005, HYUNDAI%2630002500, HYUNDAI%2630002501, HYUNDAI%2630002502, HYUNDAI%2630002503, HYUNDAI%2630002750, KIA%KK12014302, MAZDA%037023802",0.3625,0-1pound,2.85 x 3.63 x 3.08 inches,1-50sq.inch,USA,oil filter
bosch workshop air filter 5526ws (honda),https://www.amazon.com/Bosch-Workshop-Filter-5526WS-Honda/dp/B00VC1R2K2/ref=sr_1_144?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-144,B00VC1R2K2,Bosch Automotive,Filters,9.54,0-50$,2507,23917,0.6768863285489694,NA,NA,0.65,0-1pound,10.86 x 5.49 x 9.58 inches,501-1000sq.inch,China,air filter
ecogard xa6280 premium engine air filter fits mazda cx-5 2.5l 2014-2021 3 2.0l 2012-2018 6 2.5l 2014-2021 3 2.5l 2014-2018 cx-5 2.0l 2013-2016 3 sport 2.0l 2012-2018 3 sport 2.5l 2015-2018,https://www.amazon.com/ECOGARD-XA6280-Premium-Engine-Filter/dp/B00I8IP28G/ref=sr_1_145?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-145,B00I8IP28G,ECOGARD,Filters,12.41,0-50$,624,7744,0.21916660652603667,XA6280,PE07-13-3A0A,0.76875,0-1pound,13.3 x 7.6 x 2 inches,2011-500sq.inch,China,air filter
acdelco gm original equipment a3218c air filter,https://www.amazon.com/ACDelco-A3218C-Professional-Air-Filter/dp/B01IU4VYK2/ref=sr_1_146?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-146,B01IU4VYK2,ACDelco,Filters,23.36,0-50$,236,5513,0.15602602037423038,NA,23349854,1.36,1.1-2pound,14.7 x 14.2 x 3.2 inches,501-1000sq.inch,Canada,air filter
k&n premium oil filter: designed to protect your engine: fits select audi/porsche/volkswagen vehicle models (see product description for full list of compatible vehicles) ps-7038,https://www.amazon.com/K-N-PS-7038-Oil-Filter/dp/B07ZHZ9237/ref=sr_1_147?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-147,B07ZHZ9237,K&N,Filters,7.29,0-50$,596,4345,0.12296989996844385,O,NA,0.11,0-1pound,4.65 x 2.36 x 2.36 inches,1-50sq.inch,"Korea, Republic of",oil filter
6.7l cummins fuel filter water separator set | replacement for 2013-2018 dodge ram 2500 3500 4500 5500 6.7l cummins turbo diesel engines | replaces 68197867aa 68157291aa,https://www.amazon.com/Separator-2013-2018-Replaces-68197867AA-68157291AA/dp/B07KS7SYG1/ref=sr_1_148?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-148,B07KS7SYG1,ATRACYPART,Filters,36.99,0-50$,1005,37175,1.0521072569221865,NA,NA,2.05,2.1-5pound,11.5 x 4.5 x 4.7 inches,2011-500sq.inch,NA,fuel filter
fram fresh breeze cabin air filter with arm & hammer baking soda cf10743 for select chrysler and nissan vehicles white,https://www.amazon.com/CF10743-Fresh-Breeze-Filter-Hammer/dp/B00A0GIJHA/ref=sr_1_149?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-149,B00A0GIJHA,Fram,Filters,13.97,0-50$,611,8536,0.2415813731025631,CF10743,CF10743,0.5375,0-1pound,9.33 x 1.46 x 8.1 inches,101-200sq.inch,USA,air filter
fram extra guard ph3506 10k mile change interval spin-on oil filter,https://www.amazon.com/PH3506-Extra-Guard-Passenger-Filter/dp/B0009IQZ1Q/ref=sr_1_150?dchild=1&keywords=Filters&qid=1633503126&s=automotive&sr=1-150,B0009IQZ1Q,Fram,Filters,3.88,0-50$,1473,5715,0.16174291791016265,FRAM PH3506 Extra Guard Passenger Car Spin-On Oil Filter,PH3506,0.525,0-1pound,3.1 x 3.1 x 3.51 inches,1-50sq.inch,USA,oil filter
epauto gp741 (ca10741) replacement for lexus / toyota extra guard rigid panel engine air filter for ct200h (2011-2017) nx300h (2015-2016) prius (2010-2016) rav4 hybrid (2016-2018),https://www.amazon.com/EPAuto-Replacement-2011-2016-2015-2016-2010-2015/dp/B01GGLVN8Y/ref=sr_1_152?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-152,B01GGLVN8Y,EPAUTO,Filters,11.97,0-50$,712,8523,0.24121345395421104,FBA_FP-016-1,17801-37021,0.4375,0-1pound,9.1 x 7.8 x 1.7 inches,101-200sq.inch,NA,air filter
acdelco gm original equipment cf185 cabin air filter,https://www.amazon.com/ACDelco-CF185-Original-Equipment-Filter/dp/B00KUL71CE/ref=sr_1_153?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-153,B00KUL71CE,ACDelco,Filters,18.08,0-50$,915,16543,0.46819126701449176,"CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,CTS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,ATS,CT6,CT6,CT6,CT6,CT6,CT6,Camaro,Camaro,Impala,Impala,Malibu,Malibu,Malibu,Malibu,Malibu,Cruze,Cruze,Cruze,Cruze,Cruze,Volt,Volt,Volt,Volt*:*88",13356916,0.18,0-1pound,13.5 x 10.5 x 1.3 inches,101-200sq.inch,USA,air filter
epauto cp183 (cf11183) replacement for dodge durango/jeep grand cherokee cabin air filter includes activated carbon,https://www.amazon.com/CF11183-Replacement-Durango-Cherokee-Activated/dp/B083XG3B94/ref=sr_1_154?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-154,B083XG3B94,EPAUTO,Filters,9.97,0-50$,403,4018,0.11371531831374164,NA,"68079487AA, 68079487AB",0.73125,0-1pound,10.75 x 9.9 x 1.5 inches,101-200sq.inch,NA,air filter
philtop cabin air filter replacement for cp388 cf10388 armada titan nv3500 qx56 includes activated carbon pack of 2,https://www.amazon.com/PHILTOP-Filter-Replacement-CF10388-Activated/dp/B08MTG7TMR/ref=sr_1_155?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-155,B08MTG7TMR,PHILTOP,Filters,10.99,0-50$,330,3627,0.10264944239022919,NA,"7277-VP00A, 27298-7S600, 27298-ZR00A, 999M1-VP005, 999M1-VP055",0.36875,0-1pound,9.25 x 4.41 x 2.44 inches,51-100sq.inch,NA,air filter
k&n pf-1000 fuel filter,https://www.amazon.com/K-N-PF-1000-Fuel-Filter/dp/B00OXZD9F6/ref=sr_1_156?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-156,B00OXZD9F6,K&N,Filters,14.99,0-50$,705,10568,0.2990899661372876,PF-1000,BBWQPF-1000,0.35,0-1pound,3.2 x 3.1 x 5 inches,1-50sq.inch,Mexico,fuel filter
fram extra guard ph2 10k mile change interval spin-on oil filter,https://www.amazon.com/PH2-Extra-Guard-Passenger-Filter/dp/B0009H529I/ref=sr_1_157?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-157,B0009H529I,Fram,Filters,3.88,0-50$,2410,9351,0.2646470735569433,FRAM PH2 Extra Guard Passenger Car Spin-On Oil Filter,PH2,0.375,0-1pound,3.85 x 3.85 x 4.26 inches,51-100sq.inch,USA,oil filter
epauto cp138 (cf10138) replacement for toyota/lexus premium cabin air filter includes activated carbon,https://www.amazon.com/EPAuto-CF10138-Replacement-Premium-Activated/dp/B083XMQ5GX/ref=sr_1_159?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-159,B083XMQ5GX,EPAUTO,Filters,8.87,0-50$,341,3025,0.08561195567423306,NA,"87139-48020, 87139-48020-83, 87139-YZZ04, CF10138",0.24,0-1pound,9.53 x 8.66 x 1.02 inches,51-100sq.inch,NA,air filter
k&n universal clamp-on air filter: high performance premium washable replacement filter: flange diameter: 3 in filter height: 5 in flange length: 1.125 in shape: round tapered rg-1001rd,https://www.amazon.com/RG-1001RD-Universal-Clamp-Air-Filter/dp/B00AFRIVNQ/ref=sr_1_163?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-163,B00AFRIVNQ,K&N,Filters,29.99,0-50$,816,24472,0.692593646036308,Universal Clamp-On Air Filter,RG-1001RD,0.6625,0-1pound,7.56 x 6.38 x 7.75 inches,2011-500sq.inch,China,air filter
zemoner 10 pcs gas inline fuel filters 1/4 inch x 5/16 inch small engine replaces fit for kawasaki kohler briggs stratton john deere,https://www.amazon.com/Zemoner-Filters-Replaces-Kawasaki-Stratton/dp/B088R6GRMW/ref=sr_1_164?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-164,B088R6GRMW,Zemoner,Filters,13.99,0-50$,444,6212,0.175808749966392,NA,NA,0.33125,0-1pound,9.41 x 8.11 x 1.85 inches,101-200sq.inch,NA,fuel filter
k&n premium oil filter: designed to protect your engine: compatible with select lexus/toyota/lotus/scion vehicle models (see product description for full list of compatible vehicles) ps-7020,https://www.amazon.com/PS-7020-Filter-Toyota-Avalon-Highlander/dp/B0067ED49C/ref=sr_1_166?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-166,B0067ED49C,K&N,Filters,9.99,0-50$,770,7692,0.21769492993262834,Oil Filter,PS-7020,0.131875,0-1pound,13.5 x 10 x 4.5 inches,501-1000sq.inch,USA,oil filter
philtop engine air filter eaf005 replacement for mdx (2007-2009) odyssey (2005-2010) pilot (2009-2015) compatible with ca10013 air filter protect engine & improves acceleration,https://www.amazon.com/PHILTOP-Replacement-2007-2009-Compatible-Acceleration/dp/B08X6CRR5Y/ref=sr_1_167?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-167,B08X6CRR5Y,PHILTOP,Filters,11.97,0-50$,423,5063,0.1432903575466585,NA,"CA10013, 17220-RD5-A00, 17220-RGL-A00, 17220-RGL-A10, 17220-RGW-A00, 17220-RN0-A00, 17220-RYE-A00, 17220-RYE-A01",0.875,0-1pound,12.2 x 7.17 x 1.69 inches,101-200sq.inch,NA,air filter
fram fresh breeze cabin air filter with arm & hammer baking soda cf10728 for hyundai/kia vehicles,https://www.amazon.com/CF10728-Fresh-Breeze-Filter-Hammer/dp/B009OA37S4/ref=sr_1_169?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-169,B009OA37S4,Fram,Filters,13.97,0-50$,544,7600,0.21509119442121366,CF10728,CF10728,0.4,0-1pound,9.83 x 0.98 x 8.2 inches,51-100sq.inch,USA,air filter
ecogard xc10022c premium cabin air filter with activated carbon odor eliminator fits buick envision 2016-2020 enclave 2018-2020 lacrosse 2017-2018 regal sportback 2018-2020 lacrosse hybrid 2018,https://www.amazon.com/ECOGARD-XC10022C-Filter-Activated-Eliminator/dp/B00I90IWVM/ref=sr_1_170?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-170,B00I90IWVM,ECOGARD,Filters,16.22,0-50$,691,11208,0.3172029088253898,XC10022C,22743911,0.6,0-1pound,10.5 x 9 x 1.4 inches,101-200sq.inch,China,air filter
airtechnik cf12151 cabin air filter w/activated carbon | fits hyundai sonata 2015-2019,https://www.amazon.com/AirTechnik-CF12151-Activated-Hyundai-2015-2019/dp/B08X988W1C/ref=sr_1_171?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-171,B08X988W1C,AirTechnik,Filters,11.87,0-50$,195,2315,0.0655179098796197,NA,"CF12151, Hyundai: 97133-C2000, C2H79-AP000, Kia: 97133-C1000",0.39375,0-1pound,9.37 x 8.19 x 1.5 inches,101-200sq.inch,NA,air filter
epauto cp553 (cf10553) replacement for premium cabin air filter includes activated carbon,https://www.amazon.com/EPAuto-CF10553-Replacement-Premium-Activated/dp/B07H475LQ7/ref=sr_1_172?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-172,B07H475LQ7,EPAUTO,Filters,10.87,0-50$,587,6381,0.18059169889496898,NA,"27274-9CH0A, 27274-EA00, 27274-EA000, 27277-VP02A, 27277-VR00A, 999M1-VR006, 999M1-VR056, B7200-0W010, B7200-3S500, 95860-82200",0.525,0-1pound,10.51 x 8.31 x 1.22 inches,101-200sq.inch,NA,air filter
cabin air filter access door for dodge ram 1500 2500 3500 - oem,https://www.amazon.com/Cabin-Filter-Access-Door-DODGE/dp/B083K87BF2/ref=sr_1_173?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-173,B083K87BF2,PFCC,Filters,12.99,0-50$,744,9665,0.2735337360632934,NA,NA,0.149375,0-1pound,9.84 x 2.56 x 2.56 inches,51-100sq.inch,NA,air filter
xtechnor tesla model 3 model y air filter hepa 2 pack with activated carbon tesla air conditional replacement cabin air filter,https://www.amazon.com/XTechnor-Filter-Activated-Conditional-Replacement/dp/B085HX67ZX/ref=sr_1_174?dchild=1&keywords=Filters&qid=1633503160&s=automotive&sr=1-174,B085HX67ZX,XTechnor,Filters,49.99,0-50$,1857,92831,2.6272540354362746,NA,NA,0.95,0-1pound,10.71 x 6.65 x 2.91 inches,2011-500sq.inch,NA,air filter
