product_name,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin,Type
acdelco gm original equipment pf2232 engine oil filter,https://www.amazon.com/ACDelco-PF2232-Professional-Engine-Filter/dp/B000C9QEF4/ref=sr_1_172?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-172,B000C9QEF4,ACDelco,Filters,8.68,0-50$,2516,21839,0.6180758677585375,12691158,88917036,1.16,1.1-2pound,5.4 x 3.8 x 3.8 inches,51-100sq.inch,USA,oil filter
kootek premium cabin air filter with activated carbon replacement for toyota lexus scion cf10285 cp285,https://www.amazon.com/Kootek-Replacement-CF10285-against-Bacteria/dp/B01HAWMBH0/ref=sr_1_173?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-173,B01HAWMBH0,Kootek,Filters,12.85,0-50$,664,8532,0.24146816721076247,KCF005,"Replacement for CP285, CF10285, TCF285, Toyota part # 87139-02090, 87139-06040, 87139-07010, 87139-50060, 87139-50100, 87139-52020, 87139-52040, 87139-YZZ08; Replacement for CP285, CF10285, TCF285. Note: NOT for 2016 Prius.",0.35,0-1pound,7.5 x 8.5 x 1.2 inches,51-100sq.inch,NA,air filter
fram extra guard air filter ca10348 for select jeep vehicles 1 filter,https://www.amazon.com/CA10348-Extra-Guard-Rigid-Filter/dp/B001NYNFRC/ref=sr_1_174?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-174,B001NYNFRC,Fram,Filters,12.84,0-50$,610,7832,0.22165713614565072,Extra Guard Air Filter,CA10348,0.4875,0-1pound,10.41 x 5.38 x 6.66 inches,2011-500sq.inch,China,air filter
ecogard xc10475 premium cabin air filter fits nissan versa 2014-2019 versa note 2014-2019 micra 2015-2016,https://www.amazon.com/ECOGARD-XC10475-Premium-2014-2019-2015-2016/dp/B01M0IQ8M9/ref=sr_1_175?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-175,B01M0IQ8M9,ECOGARD,Filters,14.36,0-50$,90,1292,0.03656550305160632,XC10475,"27277-1KK0A, 27278-1KK0A",0.2,0-1pound,10.47 x 8.98 x 1.3 inches,101-200sq.inch,China,air filter
ecogard xc11714 premium cabin air filter fits genesis g70 2020 | hyundai santa fe 2019-2020 palisade 2020 | kia stinger 2018-2020 telluride 2020,https://www.amazon.com/ECOGARD-XC11714-Cabin-Air-Filter/dp/B07XVZYKLD/ref=sr_1_176?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-176,B07XVZYKLD,ECOGARD,Filters,22.34,0-50$,339,7573,0.21432705465155932,XC11714,"97133-J5000, 97133J5000",0.35,0-1pound,10 x 9 x 1 inches,51-100sq.inch,China,air filter
epauto gp360 (ca9360) replacement for toyota / lexus rigid panel engine air filter,https://www.amazon.com/EPAuto-CA9360-Toyota-Engine-Filter/dp/B014TZI59Y/ref=sr_1_177?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-177,B014TZI59Y,EPAUTO,Filters,9.87,0-50$,695,6860,0.19414810443809546,NA,TOYOTA%17801-0H010|TOYOTA%17801-0H020|TOYOTA%17801-20040,0.39375,0-1pound,12.95 x 7.87 x 1.81 inches,101-200sq.inch,NA,air filter
epauto gp942 (ca11942) replacement for hyundai extra guard panel air filter for sonata 2.0l hybrid (2016-2019) sonata 2.4l gas (2015-2019) optima 2.0l hybrid (2017-2020) optima 2.4l gas (2016-2020),https://www.amazon.com/Replacement-2016-2019-2015-2019-2017-2020-2016-2020/dp/B083X5QDLH/ref=sr_1_178?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-178,B083X5QDLH,EPAUTO,Filters,11.87,0-50$,333,3953,0.11187572257198126,NA,"28113-C1100, CA11942",0.78125,0-1pound,11.38 x 8.11 x 1.73 inches,101-200sq.inch,NA,air filter
k&n premium oil filter: designed to protect your engine: fits select 2014-2018 dodge/jeep/ram (1500 grand cherokee 1500) ps-7042,https://www.amazon.com/K-N-PS-7042-Oil-Filter/dp/B07ZHYZRC6/ref=sr_1_179?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-179,B07ZHYZRC6,K&N,Filters,9.69,0-50$,341,3304,0.09350806662732762,O,NA,0.22,0-1pound,5.12 x 2.76 x 2.76 inches,1-50sq.inch,"Korea, Republic of",oil filter
5/16' universal fuel filters industrial tractors cars trucks motorcycles gas powered engine inline gas fuel line 5 pack,https://www.amazon.com/Universal-Filters-Industrial-Tractors-Motorcycles/dp/B08PFDCCL7/ref=sr_1_180?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-180,B08PFDCCL7,JINYI,Filters,12.99,0-50$,135,1754,0.0496407835545801,NA,NA,0.36875,0-1pound,9.69 x 6.26 x 2.28 inches,101-200sq.inch,NA,fuel filter
philtop cabin air filter replacement for cf10140 sentra altima maxima murano lancer outlander outlander sport g35 fx35fx45 premium cabin filter with activated carbon filter pack of 1,https://www.amazon.com/PHILTOP-Replacement-CF10140-Outlander-Activated/dp/B093GVHJ5D/ref=sr_1_181?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-181,B093GVHJ5D,PHILTOP,Filters,10.99,0-50$,138,1517,0.042933334465392256,NA,"CF10140, CP140,27277-4M400, 27277-4M425, 27277-CL025, 27277-VP01A, 27277-VS20A, 27277-VS251, 7803A004, 7803A005, 7803A043, 7803A109, 7803A112, 999M1-VP001, 999M1-VP051, B7200-5M000, B727A-79925, TS200001, 98139428",0.41875,0-1pound,8.98 x 8.39 x 1.65 inches,101-200sq.inch,NA,air filter
fram extra guard air filter ca11858 for select nissan vehicles,https://www.amazon.com/CA11858-Extra-Guard-Rigid-Filter/dp/B01HU1MU68/ref=sr_1_182?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-182,B01HU1MU68,Fram,Filters,12.02,0-50$,383,4604,0.1302999814625352,CA11858,NA,0.025,0-1pound,3.94 x 2.68 x 0.56 inches,1-50sq.inch,Mexico,air filter
airtechnik cf10360 cabin air filter w/activated carbon | fits 2003-2004 escalade / 03-04 chevrolet silverado/suburban/tahoe / 03-04 gmc sierra/yukon/xl / 03-09 hummer h2,https://www.amazon.com/AirTechnik-Activated-2003-2004-Chevrolet-Silverado/dp/B08X8TPS9T/ref=sr_1_183?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-183,B08X8TPS9T,AirTechnik,Filters,15.39,0-50$,39,600,0.016980883770095816,NA,"CF10360, General Motors: 88986533",0.55,0-1pound,10.91 x 9.65 x 1.5 inches,101-200sq.inch,NA,air filter
ecogard xc11577 premium cabin air filter fits ford transit-250 2015-2019 transit-350 2015-2019 transit-150 2015-2019 transit-350 hd 2015-2019 transit-350 hd diesel 2015-2019,https://www.amazon.com/ECOGARD-XC11577-Premium-Transit-2019-2015/dp/B07NDX63P9/ref=sr_1_187?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-187,B07NDX63P9,ECOGARD,Filters,18.74,0-50$,379,7102,0.20099706089203412,XC11577,BK21-18D543AA,0.21,0-1pound,1.1 x 9.17 x 11.26 inches,101-200sq.inch,China,air filter
clearsource ultra rv water filter system - now with virusguard protection,https://www.amazon.com/Clearsource-Canister-Pristine-Unparalleled-Protection/dp/B07SX5RPG6/ref=sr_1_188?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-188,B07SX5RPG6,Clearsource,Filters,399.99,201-400$,228,91198,2.5810377301086636,NA,NA,35.2,20.1-40pound,25.31 x 20.67 x 16.77 inches,>1000sq.inch,NA,water filter
epauto gp943 (ca11943) replacement for hyundai / kia extra guard rigid panel air filter forsanta fe sport (2017-2018) sedona (2015-2019) sorento (2016-2019),https://www.amazon.com/EPAuto-Replacement-2017-2018-2015-2018-2016-2018/dp/B07MLHNLZ5/ref=sr_1_189?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-189,B07MLHNLZ5,EPAUTO,Filters,12.87,0-50$,486,6255,0.17702571330324884,NA,28113-A9100,0.925,0-1pound,12.13 x 8.7 x 1.85 inches,101-200sq.inch,NA,air filter
epauto gp476 gp476 (ca11476) extra guard rigid panel air filter replacement for honda accord l4 gas (2013-2017) tlx l4 (2015-2017),https://www.amazon.com/EPAuto-CA11476-Engine-Filter-2013-2014/dp/B017OIYDPS/ref=sr_1_190?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-190,B017OIYDPS,EPAUTO,Filters,11.87,0-50$,388,4606,0.13035658440843553,NA,17220-5A2-A00,0.8,0-1pound,12.5 x 7.7 x 2.3 inches,2011-500sq.inch,NA,air filter
motorcraft fl-500s original version oil filter,https://www.amazon.com/Motorcraft-FL-500S-Original-Version-Filter/dp/B001KR1BQE/ref=sr_1_191?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-191,B001KR1BQE,Motorcraft,Filters,5.97,0-50$,4083,24376,0.6898767046330926,FL-500S,FL500S,0.6375,0-1pound,3.2 x 3.3 x 4.1 inches,1-50sq.inch,China,oil filter
philtop cabin air filter replacement for air filter enclave 2008-2017 traverse 2009-2017 acadia 2007-2016 outlook 2007-2010 cf11663 cp179 premium acf011 cabin filter with activated carbon,https://www.amazon.com/PHILTOP-Replacement-2008-2017-2009-2017-2007-2016/dp/B08MPSVTCJ/ref=sr_1_192?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-192,B08MPSVTCJ,PHILTOP,Filters,11.99,0-50$,570,6834,0.19341226614139134,NA,20958479; CF179C; CF248; C3947WS; CV11663; VF1012; MCF11663; PC6205C; PCF11663; PC-6205C; WP10074,0.2875,0-1pound,9.25 x 6.77 x 0.77 inches,1-50sq.inch,NA,air filter
fram tough guard tg4967 15k mile change interval spin-on oil filter,https://www.amazon.com/TG4967-Tough-Guard-Passenger-Filter/dp/B079D3DDFQ/ref=sr_1_193?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-193,B079D3DDFQ,Fram,Filters,6.82,0-50$,935,6377,0.18047849300316834,TRV146724,NA,0.36875,0-1pound,2.79 x 2.79 x 3.08 inches,1-50sq.inch,Canada,oil filter
epauto gp426 (ca11426) replacement for toyota extra guard panel air filter for prius (2016-2019) prius c (2012-2019) prius prime (2017-2020) corolla hybrid le (2020),https://www.amazon.com/EPAuto-Replacement-2016-2018-2012-2019-2017-2018/dp/B07MBR6YLY/ref=sr_1_194?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-194,B07MBR6YLY,EPAUTO,Filters,9.87,0-50$,283,2793,0.07904601394979602,NA,17801-21060,0.24,0-1pound,7.24 x 4.88 x 1.46 inches,51-100sq.inch,NA,air filter
fram extra guard air filter ca9401 for select chrysler dodge and ram vehicles,https://www.amazon.com/CA9401-Extra-Flexible-Rectangular-Filter/dp/B000A0CALC/ref=sr_1_195?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-195,B000A0CALC,Fram,Filters,14.97,0-50$,745,11153,0.31564632781313107,FBA_CA9401,CA9401,1,0-1pound,10.35 x 2.67 x 14.98 inches,2011-500sq.inch,USA,air filter
series 55 intake filter 20' x 20' 20/box,https://www.amazon.com/55-Intake-Filter-20-Box/dp/B00K0Y2ZSG/ref=sr_1_196?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-196,B00K0Y2ZSG,Air Flow,Filters,107.9,101-200$,70,7553,0.21376102519255613,NA,NA,14.97,10.1-20pound,20 x 20 x 1 inches,2011-500sq.inch,NA,intake filter
2 pack fd182 cabin air filter for civiccr-vcr-zfithr-vinsightreplace cf11182cp18280292-tf0-g01,https://www.amazon.com/Replacement-2016-2018-2011-2016-2009-2018-2010-2014/dp/B07SPB8WJN/ref=sr_1_197?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-197,B07SPB8WJN,FUN-DRIVING,Filters,15.49,0-50$,953,14762,0.41778634369025736,NA,80292-TF0-G01,0.4,0-1pound,8.31 x 8.07 x 1.14 inches,51-100sq.inch,NA,air filter
epauto gp281 (28113-3x000) replacement for hyundai/kia extra guard panel engine air filter for elantra (2011-2016) forte (2014-2017),https://www.amazon.com/EPAuto-28113-3X000-Replacement-2011-2016-2014-2017/dp/B01G7JFM46/ref=sr_1_198?dchild=1&keywords=Filters&qid=1633503191&s=automotive&sr=1-198,B01G7JFM46,EPAUTO,Filters,12.87,0-50$,510,6564,0.18577086844484822,NA,28113-4V100,0.675,0-1pound,10.51 x 6.61 x 2.24 inches,101-200sq.inch,NA,air filter
k&n premium oil filter: designed to protect your engine: compatible with select lexus/toyota vehicle models (see product description for full list of compatible vehicles) ps-7023,https://www.amazon.com/PS-7023-Filter-Toyota-4Runner-Crusier/dp/B00GBQ771C/ref=sr_1_196?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-196,B00GBQ771C,K&N,Filters,9.99,0-50$,592,5914,0.16737491102724442,PS-7023,PGEON-BBWQPS-7023,0.131875,0-1pound,3 x 3 x 4 inches,1-50sq.inch,"Korea, Republic of",oil filter
fa-1902 premium high capacity engine air filter for 11-16 ford powerstroke 6.7l diesel replace oe part  bc3z-9601-a,https://www.amazon.com/FA-1902-Premium-Capacity-Powerstroke-BC3Z-9601/dp/B07PPY4LQ2/ref=sr_1_197?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-197,B07PPY4LQ2,POWERWORKS,Filters,23.99,0-50$,485,11635,0.329287637775108,NA,"BC3Z-9601-A,FC4Z-9601-A,FA-1902,AF27882,49902,CA10888",1.34,1.1-2pound,15.04 x 7.05 x 4.65 inches,2011-500sq.inch,NA,air filter
kootek cabin air filter with activated carbon 2 pack replacement for cp134 cf10134 honda & acura accord civic cr-v acura odyssey pilot ridgeline csx ilx mdx rdx rl rlx tl tlx tsx zdx hcf134,https://www.amazon.com/Kootek-CF10134-Odyssey-Ridgeline-Croostour/dp/B06XRG8C5L/ref=sr_1_198?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-198,B06XRG8C5L,Kootek,Filters,12.99,0-50$,320,4157,0.11764922305381384,AT134,"Replacement for CP134, CF10134, HCF134, Replacement for Honda part # 80292-SDA-A01, 80292-SDC-A01, 80292-SEC-A01, 80292-SHJ-A41, 80292-SWA-A01, 80292-T0G-A01, 80292-TZ5-A41;",1.39,1.1-2pound,9.53 x 9.45 x 2.4 inches,2011-500sq.inch,NA,air filter
fram fresh breeze cabin air filter with arm & hammer baking soda cf9846a for toyota vehicles,https://www.amazon.com/CF9846A-Fresh-Breeze-Filter-Hammer/dp/B0010DZZVK/ref=sr_1_199?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-199,B0010DZZVK,Fram,Filters,13.97,0-50$,697,9737,0.2755714421157049,NA,CF9846A,0.25,0-1pound,10 x 1 x 10 inches,51-100sq.inch,China,air filter
allison transmission 29539579 filter,https://www.amazon.com/Allison-External-Spin-Filter-29539579/dp/B00IXW0H3W/ref=sr_1_200?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-200,B00IXW0H3W,Allison Transmission,Filters,15.96,0-50$,1921,30659,0.867694859178946,"Filter,Trans",NA,0.76875,0-1pound,3.54 x 3.31 x 3.23 inches,1-50sq.inch,USA,Transmission filter
fram extra guard ph8a 10k mile change interval spin-on oil filter 0.95,https://www.amazon.com/PH8A-Extra-Guard-Passenger-Filter/dp/B0000AY4KS/ref=sr_1_201?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-201,B0000AY4KS,Fram,Filters,3.98,0-50$,885,3522,0.09967778773046243,FRAM PH8A Extra Guard Passenger Car Spin-On Oil Filter,15208-T3348 132012 230578 232241 232578 234900 313658 314361 329060 364464 430143 500462 592602 650370 694229 835779 927787 936406 938143 1473773 1614735 1739617 1739618 1794446 1829195 1851658 2205517 2370000 2370005 2532744 2555929 2647019 2654342 2654343 2654401 2806201 2951957 3141914 3549232 3563591 3706400 3771819 4130046 4506839 4511629 5000513 5574382 5574459,0.8,0-1pound,3.85 x 3.85 x 5.32 inches,51-100sq.inch,USA,oil filter
philtop engine air filter eaf037 (ca11259) replacement for mazda3 (2012-2018) mazda6 (2014-2021) cx5 (2013-2021) naturally aspirated compatible with pe07-13-3a0a air filter,https://www.amazon.com/PHILTOP-Replacement-2012-2018-Compatible-PE07-13-3A0A/dp/B097YCZB59/ref=sr_1_202?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-202,B097YCZB59,PHILTOP,Filters,12.97,0-50$,300,3891,0.11012103124907137,NA,"CA11259, AF5211, CAP26280, FDA11259, AF11259, AF1548, LX3497, C27901, PE07-13-3A0, PE07-13-3A0A, PEAR-13-3A0, MGA49247",0.81875,0-1pound,10.59 x 7.11 x 1.65 inches,101-200sq.inch,NA,air filter
fram extra guard air filter ca7440 for select infiniti jeep and nissan vehicles,https://www.amazon.com/CA7440-Extra-Guard-Plastisol-Filter/dp/B0009H51U8/ref=sr_1_203?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-203,B0009H51U8,Fram,Filters,16.94,0-50$,351,5946,0.16828055816164952,CA7440,CA7440,0.11,0-1pound,10.04 x 1.79 x 11.83 inches,2011-500sq.inch,USA,air filter
epauto cp791 (cf8791a) replacement for cadillac/chevrolet/gmc cabin air filter,https://www.amazon.com/EPAuto-CF8791A-replacement-Cadillac-Chevrolet/dp/B07H43BXYL/ref=sr_1_204?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-204,B07H43BXYL,EPAUTO,Filters,10.87,0-50$,454,4935,0.13966776900903807,NA,NA,0.61875,0-1pound,10.83 x 9.33 x 1.22 inches,101-200sq.inch,NA,air filter
epauto cp671 (cf11671) replacement for mazda cx-7 / ram 15002500350045005500 cabin air filter includes activated carbon,https://www.amazon.com/EPAuto-CF11671-Replacement-Filter-Activated/dp/B083X83J5V/ref=sr_1_205?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-205,B083X83J5V,EPAUTO,Filters,9.47,0-50$,326,3087,0.08736664699714297,NA,"68318365AA, 68406048AA, EG21-61-P11",0.4125,0-1pound,8.78 x 7.87 x 1.26 inches,51-100sq.inch,NA,air filter
fram extra guard air filter ca10261 for select dodge ram and sterling truck vehicles,https://www.amazon.com/CA10261-Extra-Guard-Panel-Filter/dp/B001NYIHWA/ref=sr_1_206?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-206,B001NYIHWA,Fram,Filters,18.87,0-50$,1668,31475,0.8907888611062762,Fram,CA10261,1,0-1pound,11 x 5 x 12 inches,501-1000sq.inch,Mexico,air filter
fram extra guard ph16 10k mile change interval spin-on oil filter,https://www.amazon.com/PH16-Extra-Guard-Passenger-Filter/dp/B0009IQYBC/ref=sr_1_207?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-207,B0009IQYBC,Fram,Filters,3.88,0-50$,1234,4788,0.13550745248536458,PH16,9128 110200 173171 178562 204495 418432 418719 542957 562815 800334 897321 1520660 2876465 3483856 3947506 4126435 4417559 5281090 5579164 6436749 6438121 6439119 6439143 7894066 8547327 8548979 8558238 8558910 9309576 11425472 11436936 24560060 33004195 85558910 854897999 1560025010 1560144011 7700545868 7700640165 7701365661 7701542286 7701638670 156014401183 321504084071 401503037071 855823800 0128889/1A 1266286-2,0.83125,0-1pound,3.85 x 3.85 x 3.88 inches,51-100sq.inch,USA,oil filter
briggs & stratton genuine oem 691035 40 micron fuel filter (2 pack),https://www.amazon.com/Briggs-Stratton-Genuine-691035-Micron/dp/B010W22HAG/ref=sr_1_211?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-211,B010W22HAG,Briggs & Stratton,Filters,9.55,0-50$,300,2865,0.08108372000220752,NA,NA,0.05,0-1pound,3 x 2 x 1 inches,1-50sq.inch,NA,fuel filter
fram extra guard air filter ca10835 for select lexus and toyota vehicles,https://www.amazon.com/CA10835-Extra-Flexible-Rectangular-Filter/dp/B007RW2WWS/ref=sr_1_212?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-212,B007RW2WWS,Fram,Filters,26.75,0-50$,415,11101,0.3141746512197227,Fram,CA10835,1,0-1pound,12 x 4.24 x 11.45 inches,501-1000sq.inch,USA,air filter
acdelco gm original equipment a3212c air filter,https://www.amazon.com/ACDelco-A3212C-Professional-Air-Filter/dp/B01G5VF9J4/ref=sr_1_213?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-213,B01G5VF9J4,ACDelco,Filters,29.08,0-50$,259,7532,0.21316669426060278,NA,23321606,0.7,0-1pound,15.25 x 10.88 x 2.19 inches,2011-500sq.inch,Mexico,air filter
6.7l cummins fuel filter water separator set for 2019 2020 2021 ram turbo diesel engines 68157291aa and 68436631aa,https://www.amazon.com/Cummins-Separator-2019-2020-68157291AA-68436631AA/dp/B08NYFF5LR/ref=sr_1_214?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-214,B08NYFF5LR,RARAYC,Filters,38.88,0-50$,397,15435,0.43683323498571486,NA,NA,1.57,1.1-2pound,9.6 x 4.8 x 4.8 inches,2011-500sq.inch,NA,fuel filter
ecogard xc35518c premium cabin air filter with activated carbon odor eliminator fits lexus ls430 2001-2006 sc430 2002-2010 gs300 2001-2005 gs430 2001-2005 | ford ranger 2019-2020,https://www.amazon.com/ECOGARD-XC35518C-Filter-Activated-Eliminator/dp/B00I8ISKDA/ref=sr_1_215?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-215,B00I8ISKDA,ECOGARD,Filters,15.74,0-50$,304,4785,0.13542254806651413,XC35518C,87139-50030,0.65,0-1pound,11.6 x 9 x 2.3 inches,2011-500sq.inch,China,air filter
philtop engine air filter replacement for ca12061 pilot v6 3.5l(2016-2021) ridgeline (2017-2020) odyssey v6 3.5l(2018-2022) passport 3.5l(2019-2021) mdx 3.5l(2016-2021) tlx (2021) pack of 1,https://www.amazon.com/PHILTOP-Replacement-2016-2021-Ridgeline-2017-2020/dp/B093GR67NT/ref=sr_1_216?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-216,B093GR67NT,PHILTOP,Filters,15.99,0-50$,279,4461,0.1262528708306624,NA,NA,0.85625,0-1pound,12.32 x 6.89 x 2.32 inches,101-200sq.inch,NA,air filter
epauto gp206 (ca11206) replacement for hyundai/kia extra guard rigid panel air filter for accent (2012-2017) veloster (2012-2017) rio (2012-2017) soul (2012-2019),https://www.amazon.com/EPAuto-Replacement-2012-2017-Veloster-2012-2018/dp/B07MBR28MZ/ref=sr_1_217?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-217,B07MBR28MZ,EPAUTO,Filters,12.87,0-50$,356,4582,0.1296773490576317,NA,28113-B2000,0.58125,0-1pound,10.31 x 5.98 x 2.24 inches,101-200sq.inch,NA,air filter
ecogard xa10492 premium engine air filter fits jeep compass 2.4l 2017-2021 renegade 2.4l 2015-2021 renegade 1.4l 2015-2018,https://www.amazon.com/ECOGARD-XA10492-Premium-Renegade-ProMaster/dp/B01N6JN2ZT/ref=sr_1_218?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-218,B01N6JN2ZT,ECOGARD,Filters,19.04,0-50$,140,2666,0.07545172688512573,XA10492,68247339 AA,0.5,0-1pound,8.31 x 7.44 x 2.68 inches,101-200sq.inch,China,air filter
philtop engine air filter eaf059 (ca10348) replacement for wrangler v6 (2007-2018) wrangler jk (2018) improve engine performance,https://www.amazon.com/PHILTOP-Replacement-Wrangler-2007-2018-Performance/dp/B097YD3LR5/ref=sr_1_219?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-219,B097YD3LR5,PHILTOP,Filters,11.97,0-50$,80,958,0.027112811086252984,NA,"CA10348, 53034018AD, 53034018AE, 68257791AA, CA10348, 83018, AF4025, CAP10348, P9018, VA5819, AF1337, 33-2364, AF4025, LX3081, MGA10348, MGA49018",0.5,0-1pound,11.54 x 8.27 x 1.69 inches,101-200sq.inch,NA,air filter
epauto cp681 (1107681-00-a) cabin air filter includes activated carbon replacement for tesla model 3 / model y,https://www.amazon.com/EPAuto-1107681-00-Filter-Activated-Replacement/dp/B083XBFL6P/ref=sr_1_220?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-220,B083XBFL6P,EPAUTO,Filters,10.87,0-50$,395,4294,0.12152652484798572,NA,1107681-00-A,0.75,0-1pound,10.31 x 6.18 x 2.68 inches,101-200sq.inch,NA,air filter
epauto gp450 (ca11450) replacement for nissan extra guard rigid panel air filter for altima l4 sedan (2013-2018),https://www.amazon.com/EPAuto-CA11450-Replacement-Nissan-2013-2018/dp/B07H44L49J/ref=sr_1_221?dchild=1&keywords=Filters&qid=1633503239&s=automotive&sr=1-221,B07H44L49J,EPAUTO,Filters,9.87,0-50$,458,4520,0.1279226577347218,NA,NA,0.90625,0-1pound,12.01 x 11.85 x 1.3 inches,101-200sq.inch,NA,air filter
bosch automotive 6055c hepa cabin air filter for 2011-2019 dodge durango 2011-2019 jeep grand cherokee,https://www.amazon.com/Bosch-6055C-HEPA-Cabin-Filter/dp/B01JYSX028/ref=sr_1_20?dchild=1&keywords=bosch+automotive&qid=1633504384&sr=8-20,B01JYSX028,Bosh,Filters,15.34,0-50$,16048,246176,6.967143404978512,6055C,NA,0.13,0-1pound,NA,NA,China,air filter
